土地移轉總面積平方公尺,建物移轉總面積平方公尺,建物現況格局_房,建物現況格局_廳,建物現況格局_衛,建物現況格局_隔間,總價元,單價元平方公尺,車位移轉總面積_平方公尺,車位總價元,主建物面積,附屬建物面積,陽台面積,電梯,ifor,交易標的,建物型態,主要用途,有無管理組織,車位類別,city,x1
316.26,2544.56,4.0,5.0,3.0,1.0,5.4e8,212217.0,0.0,0.0,1293.65,45.04,95.3,1,outlier,房地(土地+建物)+車位,華廈(10層含以下有電梯),商業用,有,坡道平面,tp,內湖區
7.12,58.48,2.0,1.0,1.0,1.0,1.088e7,186047.0,0.0,0.0,45.95,0.0,5.64,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,無,,tp,中山區
475.6,0.0,0.0,0.0,0.0,1.0,1.2e6,2523.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,內湖區
2.93,27.44,1.0,1.0,1.0,1.0,4.9e6,178571.0,0.0,0.0,19.3,0.0,2.52,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中山區
47.35,139.76,4.0,2.0,3.0,1.0,2.368e7,169433.0,0.0,0.0,119.99,5.95,9.77,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,內湖區
0.37,33.7,0.0,0.0,0.0,1.0,2.5e6,71992.5,33.69,2.5e6,0.0,0.0,0.0,1,normal,車位,其他,,有,坡道平面,tp,萬華區
9.99,121.07,3.0,2.0,1.0,1.0,2.26e7,186653.0,10.55,0.0,66.13,6.08,5.63,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,塔式車位,tp,萬華區
110.0,131.19,5.0,2.0,2.0,1.0,3.0e7,228676.0,0.0,0.0,131.19,0.0,0.0,0,normal,房地(土地+建物),透天厝,住家用,無,,tp,大同區
5.36,82.48,2.0,2.0,1.0,1.0,2.063e7,277444.0,14.25,1.7e6,39.91,0.99,2.17,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,中正區
9.09,128.78,3.0,2.0,1.0,1.0,3.305e7,273727.0,14.25,1.7e6,60.37,1.01,10.66,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,中正區
17.51,63.09,2.0,2.0,1.0,1.0,1.17e7,185449.0,0.0,0.0,55.83,0.0,7.26,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,萬華區
17.54,111.09,2.0,2.0,1.0,1.0,1.7e7,153029.0,0.0,2.3e6,84.43,2.35,5.54,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,文山區
23.67,125.44,3.0,2.0,1.0,1.0,1.6e7,127551.0,42.66,0.0,59.14,0.0,7.93,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,文山區
85.39,249.13,4.0,2.0,2.0,1.0,3.666e7,147152.0,46.64,0.0,185.21,8.26,18.11,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,文山區
11.86,43.16,1.0,1.0,1.0,1.0,6.4e6,148285.0,0.0,0.0,25.3,1.28,2.3,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,文山區
4.32,38.15,1.0,1.0,1.0,1.0,1.56e7,408912.0,0.0,0.0,21.57,2.15,1.87,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中正區
6.52,29.77,1.0,1.0,1.0,1.0,6.11e6,205240.0,0.0,0.0,17.63,2.22,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,文山區
9.98,31.08,1.0,1.0,1.0,1.0,1.068e7,343629.0,0.0,0.0,19.91,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,中正區
34.6,121.51,4.0,2.0,2.0,1.0,2.2e7,181055.0,0.0,0.0,89.86,0.0,13.2,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中正區
21.56,87.32,2.0,2.0,1.0,1.0,1.35e7,154604.0,0.0,0.0,69.98,9.89,5.22,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
42.0,96.77,3.0,2.0,2.0,1.0,1.55e7,160174.0,0.0,0.0,65.69,0.0,10.4,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,文山區
68.98,145.29,3.0,2.0,2.0,1.0,1.638e7,112740.0,0.0,1.8e6,77.56,0.0,10.09,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,文山區
27.27,96.12,3.0,1.0,1.0,1.0,1.33e7,138369.0,0.0,0.0,79.81,0.0,11.9,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
3.7,18.18,0.0,0.0,0.0,1.0,730000.0,71992.5,18.18,730000.0,0.0,0.0,0.0,1,normal,車位,其他,停車場,有,坡道機械,tp,文山區
7.06,66.88,1.0,1.0,1.0,1.0,1.28e7,191388.0,0.0,0.0,37.54,0.0,5.4,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,萬華區
14.45,33.92,1.0,1.0,1.0,1.0,4.2e6,123821.0,0.0,0.0,33.92,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),,無,,tp,萬華區
1.23,42.66,0.0,0.0,0.0,1.0,2.2e6,71992.5,42.66,2.2e6,0.0,0.0,0.0,1,normal,車位,其他,,有,坡道平面,tp,萬華區
3.79,49.13,1.0,1.0,1.0,1.0,1.03e7,209648.0,0.0,0.0,26.24,0.92,4.54,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,萬華區
6.23,50.56,0.0,0.0,0.0,0.0,1.254e7,248022.0,0.0,0.0,25.19,1.85,3.63,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大同區
34.02,148.13,3.0,1.0,2.0,1.0,2.18e7,147168.0,17.21,0.0,73.3,3.56,5.3,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,大同區
0.59,77.03,0.0,0.0,0.0,1.0,5.0e6,71992.5,77.04,5.0e6,0.0,0.0,0.0,1,normal,車位,其他,,有,升降平面,tp,中山區
66.67,384.94,3.0,2.0,4.0,1.0,7.96e7,206785.0,0.0,0.0,227.92,0.94,16.76,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,內湖區
12.95,69.51,1.0,1.0,1.0,1.0,1.9e7,273342.0,0.0,0.0,33.8,4.33,4.56,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
16.41,130.52,3.0,1.0,2.0,1.0,2.35e7,201572.0,31.3,3.5e6,52.95,8.25,5.41,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道機械,tp,內湖區
27.42,97.22,2.0,2.0,1.0,1.0,1.3e7,133717.0,0.0,0.0,76.66,0.0,10.32,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
30.75,103.37,3.0,1.0,1.0,1.0,1.4e7,135436.0,0.0,0.0,92.69,0.0,10.68,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
82.37,203.02,5.0,2.0,4.0,1.0,3.5e7,172397.0,52.4,0.0,141.01,9.61,0.0,0,normal,房地(土地+建物)+車位,公寓(5樓含以下無電梯),住家用,有,坡道平面,tp,內湖區
8.34,69.14,1.0,1.0,1.0,1.0,1.75e7,253110.0,0.0,0.0,44.38,1.91,4.32,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,有,,tp,南港區
20.1,247.26,3.0,2.0,2.0,1.0,5.588e7,225997.0,39.38,0.0,209.82,0.0,20.88,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,信義區
7.02,66.3,2.0,1.0,1.0,1.0,1.6e7,241327.0,0.0,0.0,42.82,2.06,3.83,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,松山區
4.96,46.94,0.0,0.0,0.0,0.0,1.0e7,213038.0,0.0,0.0,29.7,0.65,4.12,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,松山區
0.66,32.68,0.0,0.0,0.0,1.0,2.4e6,71992.5,32.69,2.4e6,0.0,0.0,0.0,1,normal,車位,其他,一般零售業,有,坡道平面,tp,信義區
17.68,68.45,0.0,2.0,2.0,1.0,2.0e7,292184.0,0.0,0.0,38.22,0.0,3.72,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,南港區
5.54,34.15,1.0,1.0,1.0,1.0,8.3e6,243045.0,0.0,0.0,17.23,1.25,2.1,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,松山區
17.5,0.0,0.0,0.0,0.0,1.0,5.0e6,285714.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
27.88,104.29,2.0,2.0,2.0,1.0,1.65e7,158213.0,0.0,0.0,83.53,0.0,7.69,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,士林區
9.67,81.75,2.0,2.0,1.0,1.0,1.28e7,156575.0,0.0,0.0,64.0,1.52,5.89,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,北投區
22.0,102.27,3.0,2.0,2.0,1.0,1.956e7,191258.0,0.0,0.0,68.55,0.0,18.6,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,士林區
23.38,69.95,3.0,1.0,1.0,1.0,6.2e6,88635.0,0.0,0.0,59.27,0.0,10.68,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
27.17,83.91,3.0,2.0,2.0,1.0,1.14e7,135860.0,0.0,0.0,66.6,0.0,7.54,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
67.79,194.4,3.0,2.0,2.0,1.0,3.095e7,216424.0,70.8,4.2e6,70.87,3.72,5.92,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,無,坡道平面,tp,北投區
10.92,31.02,3.0,2.0,1.0,1.0,2.8e6,90264.0,0.0,0.0,31.02,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
45.37,241.43,4.0,2.0,2.0,1.0,4.0e7,165673.0,0.0,3.5e6,121.16,2.06,12.51,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,塔式車位,tp,北投區
32.5,64.63,2.0,2.0,2.0,1.0,1.73e7,267678.0,0.0,0.0,64.63,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
10.69,61.53,1.0,1.0,1.0,1.0,1.08e7,175524.0,0.0,0.0,21.09,6.52,1.94,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,升降機械,tp,北投區
15.07,127.87,0.0,0.0,0.0,0.0,1.56e7,121999.0,31.99,0.0,51.91,9.56,3.35,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道平面,tp,北投區
27.75,168.73,3.0,2.0,3.0,1.0,3.0e7,177799.0,0.0,0.0,134.34,0.0,21.89,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,士林區
5.82,30.92,1.0,1.0,1.0,1.0,1.1e7,355757.0,0.0,0.0,16.21,0.0,3.81,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,大安區
15.28,81.46,2.0,1.0,1.0,1.0,2.4e7,294623.0,0.0,0.0,42.76,4.63,5.34,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
16.6,54.86,2.0,2.0,1.0,1.0,1.865e7,339956.0,0.0,0.0,49.37,0.0,5.49,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
0.03,40.79,0.0,0.0,0.0,1.0,2.0e6,71992.5,40.79,2.0e6,0.0,0.0,0.0,0,normal,車位,其他,防空避難室兼停車場,有,坡道平面,tp,大安區
43.0,114.61,3.0,2.0,2.0,1.0,2.188e7,190908.0,0.0,0.0,100.4,0.0,14.21,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大安區
7.15,31.29,1.0,1.0,1.0,1.0,7.0e6,223714.0,0.0,0.0,31.29,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,大安區
40.12,93.7,2.0,2.0,1.0,1.0,1.8e7,192102.0,0.0,0.0,93.7,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),,無,,tp,大安區
8.28,32.85,2.0,1.0,1.0,1.0,4.4e6,133942.0,0.0,0.0,24.94,0.0,2.16,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,文山區
27.0,95.17,3.0,2.0,1.0,1.0,1.0e7,105075.0,0.0,0.0,95.17,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
20.79,117.73,3.0,2.0,1.0,1.0,1.0e7,84940.0,0.0,0.0,71.32,0.0,8.06,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中正區
5.18,44.07,1.0,1.0,1.0,1.0,5.79855e6,131606.0,0.0,0.0,34.86,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,萬華區
4.47,39.54,1.0,1.0,1.0,1.0,5.20026e6,131519.0,0.0,0.0,30.89,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,萬華區
4.35,56.61,1.0,1.0,1.0,1.0,2.526e7,446211.0,0.0,0.0,34.84,0.0,4.34,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大同區
11.25,89.14,0.0,0.0,0.0,0.0,2.218e7,248822.0,18.28,0.0,45.48,0.0,0.0,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,塔式車位,tp,大同區
22.71,191.55,3.0,2.0,2.0,1.0,3.75e7,195771.0,32.11,0.0,90.89,10.13,5.03,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,大同區
24.13,140.22,3.0,2.0,1.0,1.0,3.25e7,231795.0,0.0,2.5e6,116.12,0.54,10.94,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,無,坡道平面,tp,中山區
21.09,96.19,2.0,1.0,2.0,1.0,9.2e6,95644.0,0.0,0.0,57.0,0.0,6.69,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,中山區
6.17,15.68,2.0,2.0,2.0,1.0,1.73e6,110332.0,0.0,0.0,13.4,0.0,2.28,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
2.08,4.36,1.0,1.0,1.0,1.0,1.2e6,275229.0,0.0,0.0,4.36,0.0,0.0,0,normal,房地(土地+建物),透天厝,住家用,無,,tp,信義區
7.62,88.04,2.0,2.0,1.0,1.0,1.958e7,222399.0,0.0,0.0,67.25,0.0,7.68,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,有,,tp,信義區
0.66,32.68,0.0,0.0,0.0,1.0,3.2e6,71992.5,32.69,3.2e6,0.0,0.0,0.0,1,normal,車位,其他,一般零售業,有,坡道平面,tp,信義區
41.14,203.93,3.0,2.0,2.0,1.0,4.91e7,267492.0,27.85,2.0e6,98.85,8.92,10.58,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,升降平面,tp,南港區
17.17,242.26,3.0,2.0,2.0,1.0,4.0e7,161819.0,13.61,3.0e6,203.29,1.42,18.74,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道平面,tp,信義區
16.97,240.41,3.0,2.0,2.0,1.0,4.0e7,163139.0,13.61,3.0e6,201.71,1.37,18.74,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道平面,tp,信義區
8.5,74.14,3.0,2.0,2.0,1.0,1.545e7,208390.0,0.0,0.0,63.93,0.42,6.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,信義區
123.96,572.14,3.0,2.0,4.0,1.0,1.43e8,249939.0,107.97,0.0,262.4,0.0,41.43,1,outlier,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,北投區
32.37,251.45,0.0,1.0,1.0,1.0,4.3e7,171008.0,0.0,0.0,132.29,1.43,11.64,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,有,坡道平面,tp,北投區
31.58,159.61,3.0,2.0,2.0,1.0,1.66e7,104004.0,0.0,0.0,110.29,0.0,18.84,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,北投區
18.76,85.4,2.0,2.0,2.0,1.0,2.38e7,278689.0,0.0,0.0,34.57,7.79,7.47,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,士林區
22.63,81.38,3.0,2.0,1.0,1.0,1.96e7,240845.0,0.0,0.0,73.96,0.0,7.42,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大安區
20.0,56.75,3.0,1.0,2.0,1.0,9.1e6,160352.0,0.0,0.0,56.75,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),,無,,tp,大安區
14.61,73.42,3.0,2.0,2.0,1.0,1.7e7,231545.0,0.0,0.0,53.23,0.28,6.62,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
11.46,83.16,1.0,1.0,1.0,1.0,1.75e7,304146.0,31.55,1.8e6,29.59,3.15,2.86,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,大安區
10.88,29.48,1.0,1.0,1.0,1.0,5.03e6,170624.0,0.0,0.0,26.28,1.85,1.35,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,士林區
168.86,0.0,0.0,0.0,0.0,1.0,1.328e7,78645.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
39.25,96.89,3.0,2.0,2.0,1.0,1.23e7,126948.0,0.0,0.0,96.89,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,松山區
63.3,464.49,0.0,0.0,0.0,0.0,8.0e7,172232.0,179.96,0.0,163.35,16.33,19.22,1,outlier,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,信義區
9.74,40.85,1.0,1.0,1.0,1.0,1.3e7,318237.0,0.0,0.0,30.32,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,信義區
2.87,0.0,0.0,0.0,0.0,1.0,120000.0,41812.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,松山區
0.05,11.56,0.0,0.0,0.0,1.0,1.4e6,71992.5,11.56,1.4e6,0.0,0.0,0.0,1,normal,車位,其他,一般事務所,有,塔式車位,tp,信義區
29.23,146.81,4.0,0.0,4.0,1.0,2.598e7,176963.0,0.0,0.0,98.0,0.0,30.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,內湖區
28.56,160.24,3.0,2.0,2.0,1.0,3.16e7,242036.0,40.01,2.5e6,124.26,2.77,8.21,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,內湖區
25.66,155.18,0.0,0.0,0.0,0.0,5.413e7,396222.0,23.36,1.9e6,74.42,0.0,9.15,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,無,其他,tp,中山區
24.4,149.79,0.0,0.0,0.0,0.0,5.2e7,396267.0,23.36,1.9e6,74.44,0.0,5.81,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,無,其他,tp,中山區
35.52,214.58,4.0,2.0,2.0,1.0,5.08e7,236742.0,0.0,0.0,178.22,3.61,17.53,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,中山區
17.63,69.63,1.0,2.0,1.0,1.0,9.5e6,136435.0,0.0,0.0,61.25,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),商業用,無,,tp,萬華區
7.38,104.88,2.0,1.0,1.0,1.0,3.0e7,301866.0,13.78,2.5e6,45.73,0.0,11.85,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,其他,tp,中正區
14.95,124.63,4.0,2.0,2.0,1.0,1.75e7,140416.0,0.0,0.0,48.72,4.83,6.96,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,文山區
21.0,130.2,1.0,1.0,2.0,1.0,3.38e7,259601.0,0.0,0.0,64.41,0.0,7.67,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,升降平面,tp,大安區
36.8,151.52,3.0,2.0,2.0,1.0,3.15e7,207893.0,0.0,0.0,93.27,0.0,17.35,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
42.62,218.17,3.0,2.0,2.0,1.0,6.335e7,290370.0,0.0,0.0,191.27,0.0,26.9,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,大安區
24.15,186.37,3.0,2.0,2.0,1.0,4.1e7,219992.0,0.0,0.0,125.78,0.0,9.46,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,大安區
1.53,14.9,0.0,0.0,0.0,1.0,1.85e6,71992.5,0.0,1.85e6,0.0,0.0,0.0,1,normal,車位,其他,一般零售業,有,升降機械,tp,士林區
2089.8,0.0,0.0,0.0,0.0,1.0,1.17319e8,56139.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,北投區
31.75,88.2,3.0,1.0,1.0,1.0,2.6e6,29478.0,0.0,0.0,76.9,11.3,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
25.79,148.77,2.0,2.0,2.0,1.0,1.23e7,82678.0,0.0,0.0,96.29,0.0,12.54,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,北投區
23.71,89.58,3.0,1.0,1.0,1.0,8.8e6,98236.0,0.0,0.0,76.29,0.0,8.04,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
12.8,59.81,3.0,2.0,2.0,1.0,4.6e6,76910.0,0.0,0.0,52.95,0.0,6.87,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
29.89,100.63,2.0,2.0,1.0,1.0,1.137e7,112988.0,0.0,0.0,88.0,12.63,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
8.96,88.0,3.0,1.0,1.0,1.0,3.03e6,34432.0,0.0,0.0,88.0,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),其他,無,,tp,士林區
24.96,117.97,2.0,2.0,2.0,1.0,1.47e7,124608.0,0.0,0.0,98.29,0.0,6.07,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
24.25,131.16,3.0,2.0,2.0,1.0,2.25e7,171546.0,0.0,0.0,102.84,1.42,8.34,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,北投區
67.62,0.0,0.0,0.0,0.0,1.0,4.9489e6,73187.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
85.1,0.0,0.0,0.0,0.0,1.0,6.229e6,73196.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
20.77,103.8,4.0,2.0,1.0,1.0,1.38e7,132948.0,0.0,0.0,69.23,0.0,8.83,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,士林區
28.25,95.32,3.0,1.0,1.0,1.0,1.9e7,199329.0,0.0,0.0,95.32,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,松山區
10.71,56.25,2.0,1.0,1.0,1.0,1.45e7,257732.0,0.0,0.0,43.97,0.0,5.49,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,信義區
7.77,47.69,0.0,0.0,0.0,0.0,1.36e7,285175.0,0.0,0.0,27.51,1.28,3.82,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,信義區
26.72,114.57,3.0,2.0,2.0,1.0,2.0e7,174566.0,0.0,0.0,99.75,1.13,4.35,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,信義區
16.18,117.5,2.0,2.0,1.0,1.0,2.52e7,214450.0,0.0,0.0,59.64,6.51,4.62,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,升降機械,tp,內湖區
47.09,155.47,3.0,2.0,2.0,1.0,2.91e7,187174.0,0.0,0.0,77.63,0.0,8.1,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中山區
49.23,137.39,2.0,2.0,1.0,1.0,2.26e7,164495.0,37.86,0.0,57.42,4.88,7.2,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,內湖區
34.55,172.8,0.0,0.0,0.0,0.0,2.31e7,133681.0,38.72,0.0,78.23,8.96,4.64,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),商業用,有,坡道平面,tp,內湖區
43.61,453.3,1.0,1.0,1.0,1.0,9.74775e7,215040.0,23.66,0.0,253.42,1.6,23.26,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),商業用,有,升降機械,tp,中山區
38.79,405.88,6.0,6.0,6.0,1.0,8.6715e7,213647.0,23.66,0.0,229.35,1.6,30.4,1,outlier,房地(土地+建物)+車位,華廈(10層含以下有電梯),商業用,有,升降機械,tp,中山區
4.73,44.09,0.0,0.0,0.0,0.0,7.6e6,172375.0,0.0,0.0,28.32,0.0,5.28,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,中山區
47.09,155.46,3.0,2.0,2.0,1.0,3.05e7,196192.0,0.0,0.0,77.62,0.0,8.1,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,中山區
2.83,31.01,0.0,0.0,0.0,0.0,3.95e6,127378.0,0.0,0.0,21.78,0.0,2.73,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
8.51,72.13,1.0,1.0,1.0,1.0,2.018e7,279773.0,0.0,0.0,42.89,2.48,5.74,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,內湖區
4.01,43.06,0.0,0.0,0.0,0.0,7.8e6,181143.0,0.0,0.0,30.97,0.0,3.55,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中山區
36.5,109.71,5.0,1.0,2.0,1.0,1.938e7,176648.0,0.0,0.0,94.9,0.0,14.81,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中山區
2.41,26.65,0.0,0.0,0.0,0.0,3.2e6,120075.0,0.0,0.0,18.6,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
