土地移轉總面積平方公尺,建物移轉總面積平方公尺,建物現況格局_房,建物現況格局_廳,建物現況格局_衛,建物現況格局_隔間,總價元,單價元平方公尺,車位移轉總面積_平方公尺,車位總價元,主建物面積,附屬建物面積,陽台面積,電梯,ifor,交易標的,建物型態,主要用途,有無管理組織,車位類別,city,x1
34.81,78.52,3.0,2.0,1.0,1.0,1.86e7,236882.0,0.0,0.0,78.52,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,松山區
20.56,129.52,4.0,2.0,3.0,1.0,4.5e7,347437.0,0.0,0.0,75.09,5.09,8.27,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,松山區
6.12,42.29,1.0,1.0,1.0,1.0,1.66e7,392528.0,0.0,0.0,26.94,0.0,1.52,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,有,,tp,信義區
25.19,315.86,4.0,2.0,4.0,1.0,7.238e7,266009.0,66.32,6.0e6,152.81,0.0,14.29,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,松山區
164.0,0.0,0.0,0.0,0.0,1.0,8.99028e6,54819.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,松山區
11.29,92.17,1.0,1.0,1.0,1.0,2.515e7,332376.0,22.52,2.0e6,34.31,3.79,3.84,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,升降機械,tp,松山區
20.4,73.88,2.0,2.0,1.0,1.0,1.318e7,178373.0,0.0,0.0,64.08,0.0,7.56,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,信義區
13.25,55.2,2.0,2.0,1.0,1.0,1.335e7,241848.0,0.0,0.0,36.55,0.0,4.31,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
24.25,77.01,3.0,0.0,3.0,1.0,2.247e7,291780.0,0.0,0.0,77.01,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大安區
20.38,117.2,3.0,2.0,2.0,1.0,3.105e7,264932.0,0.0,0.0,79.04,0.0,21.52,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
11.75,121.03,3.0,2.0,2.0,1.0,4.0e7,330497.0,0.0,0.0,92.4,0.0,17.46,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,大安區
49.0,174.08,4.0,2.0,2.0,1.0,4.738e7,272174.0,0.0,0.0,174.08,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
24.79,174.29,3.0,2.0,2.0,1.0,2.7e7,176221.0,35.26,2.5e6,143.8,1.94,12.95,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,信義區
51.5,73.3,3.0,2.0,1.0,1.0,1.6e7,218281.0,0.0,0.0,73.3,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,松山區
37.8,116.55,3.0,2.0,2.0,1.0,1.518e7,130245.0,0.0,0.0,103.01,0.0,13.54,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
3.73,40.59,0.0,0.0,0.0,0.0,1.055e7,259916.0,0.0,0.0,33.11,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,松山區
27.25,77.5,2.0,2.0,1.0,1.0,1.6e7,206452.0,0.0,0.0,77.5,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
29.33,337.76,4.0,2.0,2.0,1.0,6.088e7,246525.0,121.23,7.5e6,136.93,1.63,13.37,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,南港區
20.36,73.99,3.0,2.0,2.0,1.0,7.3e6,98662.0,0.0,0.0,47.74,2.61,5.73,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,無,升降機械,tp,士林區
78.23,302.89,4.0,2.0,3.0,1.0,3.53e7,127972.0,55.18,3.6e6,143.96,7.04,15.95,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,北投區
24.6,86.94,3.0,2.0,1.0,1.0,1.2e7,138026.0,0.0,0.0,74.25,0.0,12.69,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
32.6,102.98,3.0,1.0,2.0,1.0,6.0e6,58264.0,0.0,0.0,81.9,0.0,11.8,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
23.79,76.24,2.0,2.0,1.0,1.0,1.02e7,133788.0,0.0,0.0,54.89,12.41,6.25,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
22.2,99.65,3.0,2.0,1.0,1.0,1.388e7,139288.0,0.0,0.0,86.8,0.0,12.85,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中山區
4.7,43.05,1.0,0.0,1.0,1.0,1.796e7,417189.0,0.0,0.0,24.44,0.0,5.05,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,信義區
5.06,75.06,1.0,0.0,1.0,1.0,2.095e7,417248.0,32.04,3.0e6,24.58,0.0,4.89,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,信義區
36.61,196.95,4.0,2.0,2.0,1.0,2.7e7,137091.0,0.0,0.0,95.03,2.71,7.04,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,塔式車位,tp,大同區
0.47,36.17,1.0,1.0,1.0,1.0,5.58e6,154271.0,0.0,0.0,17.37,0.0,6.88,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,有,,tp,萬華區
20.5,63.72,3.0,2.0,1.0,1.0,8.3e6,130257.0,0.0,0.0,63.72,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
38.82,157.97,4.0,2.0,2.0,1.0,2.8e7,189388.0,19.63,1.8e6,92.21,5.81,11.71,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道機械,tp,文山區
66.83,163.83,3.0,2.0,2.0,1.0,2.186e7,151232.0,27.88,1.3e6,78.04,4.37,9.07,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,升降機械,tp,文山區
51.25,111.29,4.0,2.0,2.0,1.0,2.57e7,230928.0,0.0,0.0,99.98,0.0,11.31,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),,無,,tp,大安區
24.15,89.55,2.0,2.0,2.0,1.0,1.418e7,158347.0,0.0,0.0,68.71,0.0,14.36,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大安區
11.32,62.28,1.0,1.0,1.0,1.0,2.08e7,333976.0,0.0,0.0,62.28,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
34.0,173.35,3.0,2.0,2.0,1.0,3.02e7,174214.0,0.0,0.0,130.18,0.0,18.52,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,士林區
23.8,85.52,3.0,2.0,2.0,1.0,1.808e7,211413.0,0.0,0.0,75.82,0.0,9.7,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
1.72,3.32,2.0,1.0,1.0,1.0,325000.0,97892.0,0.0,0.0,3.33,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
1.72,3.32,2.0,1.0,1.0,1.0,325000.0,97892.0,0.0,0.0,3.33,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
5.16,9.97,2.0,1.0,1.0,1.0,960000.0,96289.0,0.0,0.0,9.97,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
39.37,155.79,3.0,2.0,2.0,1.0,2.92e7,187432.0,0.0,0.0,80.7,1.66,15.67,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,塔式車位,tp,北投區
28.5,69.16,2.0,2.0,2.0,1.0,1.3e7,187970.0,0.0,0.0,58.51,0.0,10.65,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
35.27,105.56,3.0,2.0,1.0,1.0,9.5e6,89996.0,0.0,0.0,105.56,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
22.25,80.3,0.0,0.0,0.0,0.0,1.25e7,155666.0,0.0,0.0,80.3,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
4.33,38.57,1.0,1.0,1.0,1.0,7.9e6,204822.0,0.0,0.0,24.62,0.0,3.63,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,松山區
43.46,157.73,4.0,2.0,2.0,1.0,4.628e7,293413.0,0.0,0.0,109.29,0.0,16.21,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,松山區
34.56,119.73,0.0,3.0,2.0,1.0,4.768e7,398229.0,0.0,0.0,103.09,16.64,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),其他,無,,tp,松山區
30.95,189.4,0.0,0.0,0.0,0.0,5.088e7,268638.0,0.0,0.0,134.74,0.91,12.28,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,信義區
9.28,63.89,2.0,1.0,1.0,1.0,1.36e7,212866.0,0.0,1.5e6,29.77,1.37,3.94,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,信義區
25.74,82.56,2.0,1.0,1.0,1.0,1.72e7,208333.0,0.0,0.0,60.2,0.72,6.07,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,南港區
21.99,85.15,3.0,2.0,1.0,1.0,1.43e7,167939.0,0.0,0.0,63.93,0.0,14.34,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
13.29,114.95,2.0,2.0,1.0,1.0,2.98e7,307329.0,26.12,2.5e6,52.86,4.07,3.35,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,內湖區
3.16,52.57,1.0,1.0,1.0,1.0,1.11e7,211147.0,0.0,0.0,25.51,2.1,1.63,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
24.74,116.06,3.0,2.0,2.0,1.0,1.8e7,155092.0,0.0,0.0,84.18,0.0,8.95,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,內湖區
9.17,113.91,1.0,1.0,1.0,1.0,2.35e7,206303.0,0.0,0.0,78.1,2.31,20.73,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中山區
14.2,129.46,3.0,2.0,2.0,1.0,2.66e7,205469.0,0.0,0.0,82.21,8.62,5.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,有,,tp,大同區
20.05,289.74,3.0,2.0,3.0,1.0,6.139e7,250481.0,61.02,4.1e6,134.91,7.51,13.74,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,無,坡道平面,tp,中正區
20.48,294.63,3.0,2.0,3.0,1.0,6.578e7,263174.0,61.02,4.3e6,144.07,1.68,13.74,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,無,坡道平面,tp,中正區
0.46,4.08,0.0,0.0,0.0,0.0,1.2e6,294118.0,0.0,0.0,2.33,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,萬華區
22.28,208.71,6.0,2.0,2.0,1.0,3.72e7,178238.0,0.0,0.0,146.18,1.61,35.3,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,大同區
0.0,72.5,3.0,1.0,2.0,1.0,2.5e6,34483.0,0.0,0.0,72.5,0.0,0.0,0,normal,建物,公寓(5樓含以下無電梯),住家用,無,,tp,中正區
22.5,105.12,2.0,2.0,2.0,1.0,1.7e7,161720.0,0.0,0.0,72.52,0.0,9.22,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,萬華區
8.41,108.54,2.0,2.0,1.0,1.0,2.08e7,217269.0,19.94,1.55e6,51.89,4.51,3.26,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,無,坡道機械,tp,萬華區
6.39,84.4,2.0,1.0,1.0,1.0,1.71e7,202607.0,0.0,0.0,52.11,2.53,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,萬華區
11.63,67.14,1.0,2.0,1.0,1.0,1.403e7,208966.0,0.0,0.0,32.68,2.69,3.32,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,大同區
46.49,96.0,3.0,1.0,1.0,1.0,1.0e7,104167.0,0.0,0.0,71.63,0.0,15.18,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
16.55,65.69,1.0,1.0,1.0,1.0,1.09e7,165931.0,0.0,0.0,49.88,0.0,4.32,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,文山區
20.0,98.65,6.0,1.0,6.0,1.0,1.42e7,143943.0,0.0,0.0,87.25,0.0,8.22,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
26.28,94.38,2.0,2.0,1.0,1.0,1.77e7,187540.0,0.0,0.0,56.18,0.0,7.97,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,文山區
33.38,111.25,3.0,2.0,2.0,1.0,1.2e7,107865.0,0.0,0.0,93.02,0.0,9.79,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
14.04,89.96,2.0,1.0,1.0,1.0,2.58e7,286794.0,17.41,0.0,33.6,4.82,3.52,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,塔式車位,tp,中正區
22.75,76.47,3.0,2.0,2.0,1.0,1.345e7,175886.0,0.0,0.0,76.47,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中正區
5.43,42.4,2.0,1.0,1.0,1.0,1.02e7,240566.0,0.0,0.0,42.4,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中正區
55.52,110.24,3.0,1.0,1.0,1.0,2.742e7,242458.0,2.51,1.3e6,54.08,1.51,10.26,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,塔式車位,tp,內湖區
27.48,182.52,0.0,0.0,0.0,0.0,5.03e7,311882.0,30.86,3.0e6,80.32,9.27,9.17,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,中山區
5.35,32.57,1.0,1.0,1.0,1.0,5.62e6,172551.0,0.0,0.0,21.63,0.0,3.19,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,中山區
112.57,273.24,3.0,2.0,2.0,1.0,5.65e7,206778.0,0.0,0.0,133.0,2.58,11.75,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,內湖區
7.16,71.8,2.0,1.0,1.0,1.0,1.55e7,215877.0,0.0,0.0,44.74,0.04,7.73,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
11.13,73.72,1.0,1.0,1.0,1.0,1.468e7,290346.0,31.77,2.5e6,26.01,0.96,3.29,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道平面,tp,中山區
4.18,37.43,1.0,1.0,1.0,1.0,7.65e6,204382.0,0.0,0.0,26.24,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住商用,有,,tp,中山區
9.64,63.9,2.0,1.0,1.0,1.0,1.0e7,156495.0,0.0,0.0,56.92,0.0,2.83,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中山區
35.44,137.84,3.0,2.0,2.0,1.0,8.5e6,61666.0,0.0,0.0,93.4,23.4,10.83,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,內湖區
5.02,30.42,1.0,0.0,1.0,1.0,5.3e6,174227.0,0.0,0.0,19.29,0.0,4.8,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,中山區
39.02,214.0,4.0,2.0,2.0,1.0,4.5e7,210280.0,0.0,0.0,111.67,6.91,10.64,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,內湖區
40.42,119.65,2.0,2.0,1.0,1.0,1.69e7,141245.0,37.86,0.0,48.66,5.23,3.22,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,內湖區
14.95,173.38,2.0,2.0,1.0,1.0,4.116e7,237398.0,31.4,0.0,84.41,5.72,13.49,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,內湖區
22.89,86.57,3.0,2.0,1.0,1.0,1.68e7,194063.0,0.0,0.0,71.79,0.0,14.78,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
31.97,130.51,3.0,2.0,2.0,1.0,2.221e7,170179.0,0.0,0.0,90.97,0.0,10.97,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,信義區
22.23,106.17,3.0,2.0,2.0,1.0,2.7e7,254309.0,0.0,0.0,86.93,0.0,10.02,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,松山區
31.5,82.89,3.0,1.0,1.0,1.0,9.5e6,114610.0,0.0,0.0,82.89,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),工業用,無,,tp,南港區
32.52,119.5,3.0,2.0,2.0,1.0,1.95e7,163180.0,0.0,0.0,95.2,0.0,15.64,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
36.49,97.95,3.0,2.0,2.0,1.0,2.021e7,206330.0,0.0,0.0,87.73,0.0,5.59,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
5.59,67.23,1.0,1.0,1.0,1.0,9.3e6,138331.0,16.66,0.0,26.86,1.14,2.66,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,有,塔式車位,tp,北投區
27.53,50.0,1.0,1.0,1.0,1.0,1.0706e7,214120.0,0.0,0.0,29.72,0.0,0.0,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道機械,tp,士林區
16.99,108.52,1.0,1.0,1.0,1.0,1.866e7,171950.0,21.56,0.0,43.18,4.47,4.67,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,塔式車位,tp,北投區
33.2,99.91,2.0,2.0,1.0,1.0,2.15e7,215194.0,0.0,0.0,90.22,0.6,9.09,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中正區
31.13,76.59,3.0,2.0,1.0,1.0,9.6e6,125343.0,0.0,0.0,69.2,0.0,7.39,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,內湖區
9.06,112.87,3.0,2.0,1.0,1.0,1.58e7,139984.0,0.0,0.0,89.85,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
42.0,120.32,3.0,2.0,1.0,1.0,2.3e7,191157.0,0.0,0.0,112.09,0.0,8.23,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中山區
27.32,164.64,1.0,1.0,2.0,1.0,2.118e7,143914.0,34.84,2.5e6,70.36,0.0,9.55,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道平面,tp,內湖區
31.25,79.75,3.0,1.0,1.0,1.0,7.57e6,94922.0,0.0,0.0,79.75,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
41.5,48.05,3.0,2.0,3.0,1.0,7.8e6,162331.0,0.0,0.0,48.05,0.0,0.0,0,normal,房地(土地+建物),透天厝,住家用,無,,tp,北投區
16.53,59.09,0.0,1.0,1.0,1.0,5.3e6,89694.0,0.0,0.0,46.1,0.0,2.77,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,北投區
63.64,133.91,5.0,2.0,2.0,1.0,2.708e7,202225.0,0.0,0.0,133.91,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
57.25,105.87,5.0,5.0,0.0,1.0,2.898e7,273732.0,0.0,0.0,100.0,0.0,5.87,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,松山區
36.12,135.92,4.0,2.0,2.0,1.0,1.98e7,145674.0,0.0,0.0,95.41,0.0,12.4,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,信義區
278.35,1456.68,0.0,0.0,0.0,0.0,1.73e8,118763.0,0.0,0.0,1052.41,2.77,93.26,1,outlier,房地(土地+建物)+車位,廠辦,工業用,有,坡道平面,tp,南港區
3.02,35.2,1.0,1.0,1.0,1.0,9.8e6,278409.0,0.0,0.0,20.05,0.74,2.1,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
11.81,132.88,3.0,2.0,2.0,1.0,3.515e7,264524.0,0.0,0.0,118.35,0.0,9.3,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
16.67,50.2,3.0,2.0,2.0,1.0,1.36e7,270916.0,0.0,0.0,43.62,0.0,6.59,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大安區
25.14,92.32,3.0,1.0,2.0,1.0,9.8e6,106153.0,0.0,0.0,68.66,0.0,15.37,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),工業用,無,,tp,南港區
26.87,111.83,3.0,2.0,2.0,1.0,2.05e7,183314.0,0.0,0.0,74.09,0.0,9.28,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,南港區
29.5,125.8,3.0,2.0,2.0,1.0,2.75e7,218601.0,0.0,0.0,83.72,0.0,7.44,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,松山區
32.25,77.96,2.0,2.0,1.0,1.0,1.84e7,236018.0,0.0,0.0,77.96,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),,無,,tp,信義區
27.5,83.57,3.0,1.0,1.0,1.0,1.0e7,119660.0,0.0,0.0,57.96,0.0,14.18,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
13.27,94.06,1.0,1.0,1.0,1.0,1.584e7,176960.0,14.72,1.8e6,46.26,2.34,5.54,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,升降機械,tp,士林區
18.84,118.08,3.0,2.0,2.0,1.0,2.196e7,185976.0,0.0,0.0,66.96,7.23,6.38,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,士林區
33.42,106.38,3.0,2.0,1.0,1.0,5.2e6,48881.0,0.0,0.0,94.66,11.72,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),商業用,無,,tp,北投區
52.26,174.76,3.0,2.0,2.0,1.0,1.4e7,80110.0,32.38,0.0,144.34,0.0,10.88,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,北投區
97.0,0.0,0.0,0.0,0.0,1.0,8.0316e7,828000.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,中山區
5.4,42.99,1.0,1.0,1.0,1.0,7.5e6,174459.0,0.0,0.0,26.7,0.0,6.57,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中山區
4.18,47.44,1.0,1.0,1.0,1.0,1.128e7,237774.0,0.0,0.0,34.16,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中山區
13.72,76.41,1.0,1.0,1.0,1.0,1.998e7,261484.0,0.0,2.3e6,26.38,0.9,2.38,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,升降機械,tp,中正區
20.6,162.49,3.0,2.0,2.0,1.0,3.75e7,230783.0,0.0,0.0,96.55,0.0,10.87,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大同區
11.29,88.98,3.0,2.0,1.0,1.0,1.6935e7,190324.0,0.0,0.0,55.84,0.0,2.94,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大同區
21.95,75.57,3.0,2.0,2.0,1.0,1.5e7,198491.0,0.0,0.0,66.15,0.0,9.42,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中正區
47.41,139.59,3.0,2.0,2.0,1.0,3.5e7,250734.0,0.0,0.0,103.06,0.97,9.82,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中正區
26.29,124.43,3.0,2.0,2.0,1.0,4.7e7,377722.0,0.0,0.0,90.01,5.14,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
17.5,128.9,3.0,2.0,2.0,1.0,4.75e7,368503.0,0.0,0.0,128.9,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
42.75,118.56,3.0,2.0,2.0,1.0,1.85e7,156039.0,0.0,0.0,118.56,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
571.14,2719.26,0.0,0.0,0.0,0.0,4.1e8,150776.0,538.2,0.0,1477.38,6.1,16.62,1,outlier,房地(土地+建物)+車位,廠辦,辦公用,有,坡道平面,tp,南港區
53.36,247.5,4.0,2.0,2.0,1.0,4.2e7,169697.0,38.91,0.0,134.08,8.55,12.02,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,南港區
6.8,114.58,2.0,2.0,1.0,1.0,2.2e7,192006.0,0.0,0.0,43.07,4.09,5.0,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,南港區
9.0,86.13,2.0,1.0,1.0,1.0,2.25e7,261233.0,0.0,0.0,51.45,2.43,4.04,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,南港區
8.42,154.68,3.0,2.0,2.0,1.0,3.17e7,204939.0,0.0,3.0e6,129.46,0.0,9.64,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,松山區
14.52,81.57,1.0,1.0,1.0,1.0,1.5e7,183891.0,31.55,0.0,27.76,2.78,3.47,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,無,塔式車位,tp,信義區
40.14,277.08,4.0,2.0,2.0,1.0,4.168e7,150426.0,0.0,0.0,117.57,9.41,11.99,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,南港區
18.04,40.3,2.0,2.0,1.0,1.0,5.5e6,136476.0,0.0,0.0,37.9,2.4,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,松山區
